"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
4.493900517E2,6.501459188E1,2.550536851E1,1.451513810E1,1.388644897E0,1.008804576E1,1.021190501E1,1.418499203E1
4.503900471E2,6.501460445E1,2.550538574E1,1.449742785E1,1.306437156E0,8.145607948E0,1.021598980E1,1.384555259E1
4.513900425E2,6.501461916E1,2.550538495E1,1.472361104E1,1.444273693E0,2.079588671E0,1.033284271E1,1.396750970E1
4.523900390E2,6.501463469E1,2.550538484E1,1.500021166E1,1.323522611E0,2.352300888E0,1.054927816E1,1.432225882E1
4.533900346E2,6.501464542E1,2.550538063E1,1.517005490E1,1.310746471E0,3.551206529E2,1.051479128E1,1.471319972E1
4.543900298E2,6.501465501E1,2.550538507E1,1.545365761E1,1.293267761E0,1.936515279E0,1.039712644E1,1.420942700E1
4.553900253E2,6.501467166E1,2.550537642E1,1.614392761E1,1.456133856E0,2.095820706E0,1.039371902E1,1.448680228E1
4.563900210E2,6.501468813E1,2.550537096E1,1.629505715E1,1.381089976E0,3.558274822E2,1.038236727E1,1.459493037E1
4.573900166E2,6.501470476E1,2.550536393E1,1.601629322E1,1.464450070E0,6.119146199E-1,1.038569814E1,1.481218432E1
4.583900125E2,6.501472184E1,2.550535822E1,1.610153684E1,1.419477630E0,3.575460387E2,1.038569806E1,1.544404479E1
4.593900079E2,6.501473586E1,2.550536102E1,1.687988069E1,1.449472168E0,3.581172580E2,1.038569822E1,1.475460348E1
4.603900036E2,6.501474993E1,2.550535992E1,1.730450710E1,1.433216944E0,3.582882695E2,1.035087424E1,1.465870904E1
4.613900001E2,6.501476140E1,2.550536158E1,1.668059783E1,1.305620747E0,3.598907670E2,1.016653039E1,1.460348241E1
4.623899952E2,6.501477571E1,2.550535924E1,1.643999814E1,1.424422524E0,3.532920286E2,1.006373884E1,1.406092249E1
4.633899914E2,6.501478756E1,2.550535810E1,1.626234394E1,1.356896342E0,3.532164912E2,9.886766739E0,1.351840280E1
4.643899866E2,6.501480204E1,2.550535697E1,1.664118266E1,1.444854606E0,3.559747209E2,9.953956638E0,1.354223449E1
4.653899821E2,6.501481541E1,2.550535420E1,1.654641385E1,1.347429940E0,3.543255405E2,9.877573241E0,1.333345079E1
4.663899783E2,6.501482680E1,2.550536377E1,1.661346179E1,1.325705740E0,6.288928994E0,9.954853445E0,1.344532031E1
4.673899738E2,6.501484003E1,2.550536161E1,1.695461521E1,1.352682576E0,3.532718765E2,1.013485741E1,1.376930981E1
4.683899697E2,6.501485525E1,2.550537407E1,1.685739764E1,1.347260513E0,2.019580864E0,1.025980986E1,1.396777766E1
4.693899648E2,6.501487220E1,2.550535877E1,1.628491808E1,1.574859224E0,3.540866481E2,1.015620134E1,1.394910874E1
4.703899605E2,6.501487850E1,2.550535776E1,1.648511571E1,1.091210257E0,3.484770011E2,1.015620152E1,1.351606385E1
4.713899568E2,6.501489178E1,2.550536248E1,1.701656797E1,1.275827298E0,2.905198315E-1,1.015620146E1,1.346660309E1
4.723899523E2,6.501490559E1,2.550535285E1,1.763132435E1,1.193522227E0,3.589957802E2,1.014109111E1,1.391642589E1
4.733899477E2,6.501492089E1,2.550535134E1,1.725057733E1,1.361015279E0,2.884667237E-1,1.014109100E1,1.402667793E1
4.743899432E2,6.501493576E1,2.550535272E1,1.754809577E1,1.559171008E0,1.129170952E1,1.015596279E1,1.358813341E1
4.753899390E2,6.501495153E1,2.550534841E1,1.758175570E1,1.472020885E0,4.110955540E-1,1.038803039E1,1.418125357E1
4.763899345E2,6.501496660E1,2.550534756E1,1.772126790E1,1.347048318E0,2.636788020E0,1.033553054E1,1.431569824E1
4.773899301E2,6.501498234E1,2.550535720E1,1.782153290E1,1.355592014E0,6.676728948E0,1.024732383E1,1.390296378E1
4.783899260E2,6.501499754E1,2.550536064E1,1.817128695E1,1.372617463E0,1.955951552E0,1.024732383E1,1.405138620E1
4.793899217E2,6.501501043E1,2.550537003E1,1.836352180E1,1.288163748E0,7.016658230E0,1.024732375E1,1.424089168E1
4.803899171E2,6.501502141E1,2.550536715E1,1.796559872E1,1.272053477E0,3.597847483E2,1.017129491E1,1.399418335E1
4.813899127E2,6.501503579E1,2.550536884E1,1.779482819E1,1.312389794E0,4.969902316E-1,1.024056091E1,1.404246204E1
4.823899089E2,6.501505088E1,2.550536806E1,1.703747639E1,1.347372073E0,3.005809161E0,1.018815015E1,1.358376897E1
4.833899045E2,6.501506343E1,2.550537108E1,1.697037114E1,1.512821725E0,7.743068052E-1,1.014653519E1,1.361123992E1
4.843899000E2,6.501507699E1,2.550537637E1,1.617928069E1,1.467168740E0,8.381510435E0,1.025560237E1,1.387356722E1
4.853898952E2,6.501509232E1,2.550538293E1,1.593513432E1,1.335583701E0,3.430619542E0,1.022989364E1,1.406052284E1
4.863898914E2,6.501510616E1,2.550538562E1,1.555145816E1,1.350305794E0,4.783185071E0,1.013200956E1,1.370960353E1
4.873898869E2,6.501512441E1,2.550537943E1,1.573212949E1,1.602344136E0,9.709043029E-1,1.005459775E1,1.384885699E1
4.883898832E2,6.501513486E1,2.550537814E1,1.544581277E1,1.140151471E0,3.563880441E2,1.001844088E1,1.367917606E1
4.893898786E2,6.501515277E1,2.550538534E1,1.542097279E1,1.486062602E0,1.191755704E0,9.985011228E0,1.368917924E1
4.903898737E2,6.501517148E1,2.550538719E1,1.601348538E1,1.482136493E0,3.592536539E2,9.985011126E0,1.392090260E1
4.913898698E2,6.501518833E1,2.550538725E1,1.666294699E1,1.465019915E0,3.573151828E2,9.831203830E0,1.348429302E1
4.923898658E2,6.501520524E1,2.550538578E1,1.699658278E1,1.549414941E0,3.593593763E2,9.766821581E0,1.344438777E1
4.933898609E2,6.501522110E1,2.550538990E1,1.729526629E1,1.519249232E0,3.587249109E2,9.935950080E0,1.331602466E1
4.943898571E2,6.501523459E1,2.550538010E1,1.705621162E1,1.511469860E0,3.564504250E2,9.793731911E0,1.346761105E1
4.953898526E2,6.501524597E1,2.550537235E1,1.708610759E1,1.449192505E0,3.552464574E2,9.791755154E0,1.315030757E1
4.963898479E2,6.501526018E1,2.550537059E1,1.677718414E1,1.405275282E0,3.588514507E2,9.796873591E0,1.354692058E1
4.973898441E2,6.501527564E1,2.550536853E1,1.672876033E1,1.533027348E0,3.559725307E2,9.955584799E0,1.394226370E1
4.983898395E2,6.501528725E1,2.550536240E1,1.716335860E1,1.346032369E0,3.544131899E2,9.955584850E0,1.390232766E1
4.993898350E2,6.501530219E1,2.550536255E1,1.759716231E1,1.292758717E0,3.581305358E2,9.833442365E0,1.344860167E1
5.003898304E2,6.501531614E1,2.550536706E1,1.807458006E1,1.351072380E0,3.583468739E2,9.850887481E0,1.352132029E1
5.013898264E2,6.501532788E1,2.550535521E1,1.802042965E1,1.265090361E0,3.547487804E2,9.942404413E0,1.373156134E1
5.023898224E2,6.501534539E1,2.550535099E1,1.791537488E1,1.488416568E0,3.538924135E2,9.787241629E0,1.351490131E1
5.033898183E2,6.501536161E1,2.550534824E1,1.782715812E1,1.438936203E0,3.551744985E2,9.764862445E0,1.380260589E1
5.043898139E2,6.501537483E1,2.550534767E1,1.756963677E1,1.292131089E0,3.586496538E2,9.735188586E0,1.343391743E1
5.053898088E2,6.501538927E1,2.550534436E1,1.757350142E1,1.454538487E0,3.545280525E2,9.735188466E0,1.395538487E1
5.063898048E2,6.501540271E1,2.550533772E1,1.741806824E1,1.280313457E0,3.522306461E2,9.735188616E0,1.349247591E1
5.073898005E2,6.501541824E1,2.550533516E1,1.755610307E1,1.433614178E0,3.556118226E2,9.617156706E0,1.352330628E1
5.083897960E2,6.501543288E1,2.550532631E1,1.745916880E1,1.393781756E0,3.515675104E2,9.466538571E0,1.284367407E1
5.093897913E2,6.501544498E1,2.550532807E1,1.729048649E1,1.394062694E0,1.985033852E0,9.308133490E0,1.251622898E1
5.103897874E2,6.501545903E1,2.550531957E1,1.701745647E1,1.459913055E0,3.537885985E2,9.168617013E0,1.278459706E1
5.113902408E2,6.501547171E1,2.550531655E1,1.691527840E1,1.325948859E0,3.594013765E2,8.969606955E0,1.262902385E1
5.123900740E2,6.501548788E1,2.550531147E1,1.699572370E1,1.433223067E0,3.531768465E2,8.871078648E0,1.236733970E1
5.133900692E2,6.501550111E1,2.550531296E1,1.706116659E1,1.321870060E0,3.545183375E2,8.731216803E0,1.201220614E1
5.143910433E2,6.501551677E1,2.550531146E1,1.710470705E1,1.433279146E0,3.543403183E2,8.670119988E0,1.197951822E1
5.153902668E2,6.501553014E1,2.550530241E1,1.697156214E1,1.467621308E0,3.544842006E2,8.670119898E0,1.225248869E1
5.163902631E2,6.501553971E1,2.550528981E1,1.670635903E1,1.339255521E0,3.525499510E2,8.658594687E0,1.246265058E1
5.173907382E2,6.501555321E1,2.550528601E1,1.702632911E1,1.352745751E0,3.563924803E2,8.748245450E0,1.216162696E1
5.183905510E2,6.501556829E1,2.550528918E1,1.736487684E1,1.403068246E0,3.557750094E2,8.912741849E0,1.298630972E1
5.193905467E2,6.501558154E1,2.550528976E1,1.723971526E1,1.338886829E0,3.555996434E2,8.912741865E0,1.304203464E1
5.203902659E2,6.501559718E1,2.550529333E1,1.685862398E1,1.333259198E0,4.771798801E-1,8.780870921E0,1.245356518E1
5.213908463E2,6.501561164E1,2.550529467E1,1.637170364E1,1.369128729E0,3.598886261E2,8.710691484E0,1.236463624E1
5.223908422E2,6.501562742E1,2.550529419E1,1.665962786E1,1.443257311E0,3.544821014E2,8.648731408E0,1.233466182E1
5.233910053E2,6.501563907E1,2.550529670E1,1.593542544E1,1.260358615E0,3.513281064E2,8.621783367E0,1.246004839E1
5.243905959E2,6.501565457E1,2.550528913E1,1.554555726E1,1.448658948E0,3.516620047E2,8.621783396E0,1.217251043E1
5.253905922E2,6.501566479E1,2.550528711E1,1.534338285E1,1.347621567E0,2.219477865E0,8.468938047E0,1.222679171E1
5.263905872E2,6.501567904E1,2.550527107E1,1.512067388E1,1.476305720E0,3.499008559E2,8.630579772E0,1.247057944E1
5.273905830E2,6.501569296E1,2.550526246E1,1.446233220E1,1.457122641E0,3.433216706E2,8.609890962E0,1.257997941E1
5.283905789E2,6.501570798E1,2.550527264E1,1.427506310E1,1.210193837E0,5.644313426E0,8.676024763E0,1.290026313E1
5.293905741E2,6.501572378E1,2.550527367E1,1.380434711E1,1.414528606E0,1.323522618E0,8.676024771E0,1.274509831E1
5.303905708E2,6.501573872E1,2.550527051E1,1.364792770E1,1.528022716E0,3.517988528E2,8.712474545E0,1.305287238E1
5.313905665E2,6.501575042E1,2.550527724E1,1.325467970E1,1.401999333E0,4.539912428E0,8.595780574E0,1.279775721E1
5.323905612E2,6.501576530E1,2.550527451E1,1.335275311E1,1.489801024E0,3.560016094E2,8.593060938E0,1.347507800E1
5.333905578E2,6.501578048E1,2.550526497E1,1.317572760E1,1.511833743E0,3.546111503E2,8.575019723E0,1.313316310E1
5.343905534E2,6.501579204E1,2.550526353E1,1.294981970E1,1.357401983E0,3.571570609E2,8.666725808E0,1.375138349E1
5.353905491E2,6.501580502E1,2.550525771E1,1.271979660E1,1.450202196E0,3.517910640E2,8.705652666E0,1.324152028E1
5.363905439E2,6.501581958E1,2.550524739E1,1.278548598E1,1.467186960E0,3.441398453E2,8.630758734E0,1.287204059E1
5.373905402E2,6.501583156E1,2.550522830E1,1.269536893E1,1.341949994E0,3.438230764E2,8.510057250E0,1.218513338E1
5.383905352E2,6.501584135E1,2.550520295E1,1.300371079E1,1.375075730E0,3.330653310E2,8.510057293E0,1.183988297E1
5.393905315E2,6.501585342E1,2.550518237E1,1.336778059E1,1.465286281E0,3.298801811E2,8.624240005E0,1.241157586E1
5.403905270E2,6.501586268E1,2.550516125E1,1.330545702E1,1.483680732E0,3.260488278E2,8.624240027E0,1.259548838E1
5.413905227E2,6.501587067E1,2.550514477E1,1.355225779E1,1.522136657E0,3.257464365E2,8.624239998E0,1.290213674E1
5.423905180E2,6.501588098E1,2.550512472E1,1.341723052E1,1.543286053E0,3.204838475E2,8.655915902E0,1.262620473E1
5.433905145E2,6.501589020E1,2.550509923E1,1.355771608E1,1.537388537E0,3.164506891E2,8.655915893E0,1.315192766E1
5.443905097E2,6.501589579E1,2.550507655E1,1.401803566E1,1.498643709E0,3.131148667E2,8.438111536E0,1.304367764E1
5.453905050E2,6.501590108E1,2.550504814E1,1.431567912E1,1.419263911E0,3.038111501E2,8.495016147E0,1.258208487E1
5.463905011E2,6.501590906E1,2.550502504E1,1.468776668E1,1.431520316E0,3.069860638E2,8.667631040E0,1.313621763E1
5.473904966E2,6.501591819E1,2.550498869E1,1.511923951E1,1.431826671E0,3.043297587E2,8.544826928E0,1.285763636E1
5.483904927E2,6.501593224E1,2.550495132E1,1.486738014E1,1.666179939E0,3.043807681E2,8.544826905E0,1.344118174E1
5.493904876E2,6.501594165E1,2.550492821E1,1.492294957E1,1.569501848E0,3.114950029E2,8.544826904E0,1.294099857E1
5.503904839E2,6.501594903E1,2.550490234E1,1.507383443E1,1.477935905E0,3.046798300E2,8.620955413E0,1.293645254E1
5.513904796E2,6.501595464E1,2.550487449E1,1.534076071E1,1.467433067E0,3.031435744E2,8.734142387E0,1.335109720E1
5.523904752E2,6.501596080E1,2.550484459E1,1.587424601E1,1.546715288E0,2.999317064E2,8.759783887E0,1.320962179E1
5.533904711E2,6.501596840E1,2.550481966E1,1.619047760E1,1.570063846E0,3.000023999E2,8.837253432E0,1.352443260E1
5.543904666E2,6.501597563E1,2.550479658E1,1.615728232E1,1.521684704E0,3.049460969E2,8.770347198E0,1.321686822E1
5.553904625E2,6.501597783E1,2.550477018E1,1.648749772E1,1.376716984E0,2.979857589E2,8.762560107E0,1.281295912E1
5.563904580E2,6.501598563E1,2.550474334E1,1.650932821E1,1.471097304E0,2.984912309E2,8.639720365E0,1.317332694E1
5.573904533E2,6.501599187E1,2.550470967E1,1.575244993E1,1.522201102E0,3.024348632E2,8.639720325E0,1.278524527E1
5.583904485E2,6.501599686E1,2.550468443E1,1.650917005E1,1.358263575E0,3.021133626E2,8.590081318E0,1.262917192E1
5.593904449E2,6.501600502E1,2.550464078E1,1.695576448E1,1.603258858E0,3.012324442E2,8.516898854E0,1.248591698E1
5.603904402E2,6.501601347E1,2.550461758E1,1.707448127E1,1.536026390E0,3.033848265E2,8.516898822E0,1.295006527E1
5.613904362E2,6.501602013E1,2.550458999E1,1.669554346E1,1.484709899E0,2.984193387E2,8.572925617E0,1.303484429E1
5.623904313E2,6.501602246E1,2.550455459E1,1.645407800E1,1.482322180E0,2.933834127E2,8.653038862E0,1.281918396E1
5.633904275E2,6.501602627E1,2.550453550E1,1.605403491E1,1.345855185E0,2.961278392E2,8.743676807E0,1.261597851E1
5.643904232E2,6.501603183E1,2.550450794E1,1.545854584E1,1.486429482E0,2.951731667E2,8.732876012E0,1.276265003E1
5.653904191E2,6.501603791E1,2.550447262E1,1.510764751E1,1.544192168E0,2.978679463E2,8.732875965E0,1.243588799E1
5.663904146E2,6.501603996E1,2.550443736E1,1.474316473E1,1.458616933E0,2.889037248E2,8.691098962E0,1.235700987E1
5.673904104E2,6.501604393E1,2.550440184E1,1.460711823E1,1.488073079E0,2.836239286E2,8.620877069E0,1.223898260E1
5.683904061E2,6.501604617E1,2.550436378E1,1.435391623E1,1.512763402E0,2.798695418E2,8.696941611E0,1.238390948E1
5.693904010E2,6.501605115E1,2.550432715E1,1.429358467E1,1.461898314E0,2.822251348E2,8.668704831E0,1.236764820E1
5.703903973E2,6.501604875E1,2.550428967E1,1.474678081E1,1.432245358E0,2.739391773E2,8.753380297E0,1.252518566E1
5.713903930E2,6.501604472E1,2.550425688E1,1.502324559E1,1.302238688E0,2.760942010E2,8.912700887E0,1.283112484E1
5.723903884E2,6.501604040E1,2.550422163E1,1.516083254E1,1.188632110E0,2.720320235E2,8.978187204E0,1.299121043E1
5.733903838E2,6.501603926E1,2.550418617E1,1.507487574E1,1.234214164E0,2.709655531E2,8.836385324E0,1.274709446E1
5.743903799E2,6.501603828E1,2.550415433E1,1.498942466E1,1.346827131E0,2.657217187E2,8.758906998E0,1.233817429E1
5.753903754E2,6.501604117E1,2.550412653E1,1.573239731E1,1.425191653E0,2.782615578E2,8.833870355E0,1.282941859E1
5.763903716E2,6.501603944E1,2.550410391E1,1.634942651E1,1.274961021E0,2.707163777E2,8.765141911E0,1.289751787E1
5.773903664E2,6.501603384E1,2.550407392E1,1.599165693E1,1.339373834E0,2.644197850E2,8.894754211E0,1.291961831E1
5.783903629E2,6.501603336E1,2.550404511E1,1.638858016E1,1.396808796E0,2.674425078E2,8.894754280E0,1.336599225E1
5.793903587E2,6.501603345E1,2.550400707E1,1.630802346E1,1.516862068E0,2.654294174E2,8.894754309E0,1.319329821E1
5.803903536E2,6.501603335E1,2.550397832E1,1.606507877E1,1.421761401E0,2.657387337E2,8.894754291E0,1.310165909E1
5.813903496E2,6.501603133E1,2.550395062E1,1.571779629E1,1.419578341E0,2.626432566E2,8.903457719E0,1.322711087E1
5.823903450E2,6.501603532E1,2.550391912E1,1.547367341E1,1.510630292E0,2.665991464E2,8.810558335E0,1.289155172E1
5.833903408E2,6.501603585E1,2.550388290E1,1.533614311E1,1.450112858E0,2.623055136E2,8.674306488E0,1.331585651E1
5.843903366E2,6.501604131E1,2.550383363E1,1.513377280E1,1.455661906E0,2.689644016E2,8.731817301E0,1.380768529E1
5.853903320E2,6.501604407E1,2.550379703E1,1.515701896E1,1.428495417E0,2.687427490E2,8.928222896E0,1.401396456E1
5.863903284E2,6.501604463E1,2.550376017E1,1.512077885E1,1.401377239E0,2.678843920E2,9.074007066E0,1.451839541E1
5.873903232E2,6.501604375E1,2.550372299E1,1.491829589E1,1.436617604E0,2.631298547E2,9.312567350E0,1.477335915E1
5.883903190E2,6.501604388E1,2.550369516E1,1.501544768E1,1.311823163E0,2.560550741E2,9.506450958E0,1.513313504E1
5.893903152E2,6.501604742E1,2.550366475E1,1.556612618E1,1.429282960E0,2.679809906E2,9.430639926E0,1.544430575E1
5.903903103E2,6.501604477E1,2.550363582E1,1.602067683E1,1.381915967E0,2.639873608E2,9.501973320E0,1.497312549E1
5.913903064E2,6.501603877E1,2.550360227E1,1.578930351E1,1.380155720E0,2.613578820E2,9.524221950E0,1.490532651E1
5.923903018E2,6.501603771E1,2.550356085E1,1.456122308E1,1.499264880E0,2.661995872E2,9.524222014E0,1.520026928E1
5.933902975E2,6.501603976E1,2.550352913E1,1.443603997E1,1.255083641E0,2.780706830E2,9.524221875E0,1.525585566E1
5.943902930E2,6.501603227E1,2.550349037E1,1.433386275E1,1.583551467E0,2.637318317E2,9.600662060E0,1.538382699E1
5.953902887E2,6.501603197E1,2.550345949E1,1.436986586E1,1.595953727E0,2.678796560E2,9.850854243E0,1.603323484E1
5.963902847E2,6.501602832E1,2.550342981E1,1.429917054E1,1.342746512E0,2.694972943E2,9.744766272E0,1.539812068E1
5.973902806E2,6.501602012E1,2.550340119E1,1.507619213E1,1.160958046E0,2.573043215E2,9.854982059E0,1.555468089E1
5.983902762E2,6.501601904E1,2.550335882E1,1.498798249E1,1.307385200E0,2.585169106E2,9.844551206E0,1.561964605E1
5.993902713E2,6.501601587E1,2.550332014E1,1.493426974E1,1.240086456E0,2.645112615E2,9.889575553E0,1.507307364E1
6.003902670E2,6.501601388E1,2.550328100E1,1.498443768E1,1.316483294E0,2.630678793E2,9.894650507E0,1.536805087E1
6.013902633E2,6.501601539E1,2.550324249E1,1.490518243E1,1.399335704E0,2.662605357E2,9.918911454E0,1.488051257E1
6.023902582E2,6.501601146E1,2.550320219E1,1.468868818E1,1.375237676E0,2.640023315E2,9.918911526E0,1.548655788E1
6.033902540E2,6.501601119E1,2.550316688E1,1.495995294E1,1.265467606E0,2.624171175E2,9.807684203E0,1.479148189E1
6.043902502E2,6.501600998E1,2.550313873E1,1.519419865E1,1.170783009E0,2.662056793E2,9.753610300E0,1.420579805E1
