"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.906089942E2,2.906430899E-1,6.488574810E-1,-2.805943721E0
2.906190312E2,2.656185784E-1,7.001931109E-1,-2.275836904E0
2.906290682E2,2.676257448E-1,7.763278055E-1,-1.695874972E0
2.906391042E2,2.765302137E-1,8.133892125E-1,-1.033107696E0
2.906491412E2,2.668773012E-1,8.028110147E-1,-3.562310886E-1
2.906591782E2,2.989853491E-1,8.170706195E-1,2.338231373E-1
2.906692142E2,3.601789094E-1,8.571079668E-1,7.760909933E-1
2.906792512E2,3.689668725E-1,9.076257174E-1,1.246092526E0
2.906892882E2,3.771420474E-1,9.619853809E-1,1.729770697E0
2.906993242E2,4.657600724E-1,9.592145316E-1,2.247003114E0
2.907093617E2,6.247577432E-1,9.113306594E-1,2.766843975E0
2.907193977E2,7.798036829E-1,8.735709487E-1,3.209824355E0
2.907294347E2,8.796841396E-1,8.435930049E-1,3.446791540E0
2.907394717E2,9.282311592E-1,7.880223830E-1,3.454387658E0
2.907495077E2,7.950470817E-1,8.399931666E-1,3.260728460E0
2.907595447E2,5.536976277E-1,9.783939837E-1,3.072594296E0
2.907695817E2,3.460153816E-1,1.163404857E0,3.120187708E0
2.907796177E2,3.797810786E-1,1.244732025E0,3.211979054E0
2.907896547E2,4.382700824E-1,1.203249685E0,3.672302860E0
2.907996907E2,4.339784088E-1,9.756143636E-1,4.390511681E0
2.908097277E2,8.156306695E-1,5.225637625E-1,5.051093853E0
2.908197647E2,1.414614544E0,-1.567207284E-1,5.519454657E0
2.908298007E2,1.781634330E0,-7.286620344E-1,5.522430305E0
2.908398377E2,1.748448312E0,-1.149491846E0,5.087768174E0
2.908498747E2,1.460366229E0,-1.425779217E0,4.231647509E0
2.908599107E2,8.561420068E-1,-1.462792970E0,3.245009390E0
2.908699477E2,1.152799579E-1,-1.207007398E0,2.248499417E0
2.908799847E2,-4.431616437E-1,-8.919487475E-1,1.458004392E0
2.908900207E2,-6.768549728E-1,-6.375192913E-1,1.023141117E0
2.909000577E2,-8.171442944E-1,-4.595101663E-1,7.300927019E-1
2.909100937E2,-7.640238020E-1,-4.625303994E-1,6.031636834E-1
2.909201307E2,-5.130982898E-1,-6.566199522E-1,5.655713493E-1
2.909301677E2,-3.233557764E-1,-8.905451234E-1,5.042510140E-1
2.909402037E2,-2.760407287E-1,-1.073881939E0,3.958231705E-1
2.909502407E2,-3.774899202E-1,-1.143435154E0,1.491075075E-1
2.909602767E2,-4.392759862E-1,-1.213822328E0,-1.070560867E-1
2.909703137E2,-5.180521240E-1,-1.158883059E0,-4.111914074E-1
2.909803507E2,-6.274750905E-1,-1.115337382E0,-6.239253920E-1
2.909903867E2,-6.324838154E-1,-1.003776601E0,-9.046812057E-1
2.910004237E2,-5.542851632E-1,-9.423114006E-1,-1.213345195E0
2.910104607E2,-4.807945795E-1,-8.951223238E-1,-1.584372078E0
2.910204967E2,-4.877211546E-1,-8.719568248E-1,-1.918652135E0
2.910305337E2,-4.707945617E-1,-8.959735322E-1,-2.306844104E0
2.910405707E2,-4.524533810E-1,-8.800264210E-1,-2.671962376E0
2.910506067E2,-3.847729562E-1,-8.657745637E-1,-3.022736843E0
2.910606437E2,-3.149804440E-1,-8.478942168E-1,-3.386180472E0
2.910706797E2,-2.690616017E-1,-7.993082401E-1,-3.666925176E0
2.910807167E2,-2.811875210E-1,-7.125504702E-1,-3.893955018E0
2.910907537E2,-2.667017751E-1,-5.861580800E-1,-4.110540563E0
2.911007897E2,-2.433152514E-1,-5.024848625E-1,-4.275866493E0
2.911108267E2,-3.435405841E-1,-3.897496676E-1,-4.331867616E0
2.911208637E2,-4.269564876E-1,-3.022129025E-1,-4.344267806E0
2.911308997E2,-4.401190451E-1,-1.460811348E-1,-4.297677777E0
2.911409367E2,-4.428957416E-1,2.711207718E-2,-4.114643555E0
2.911509727E2,-4.450830023E-1,2.421786623E-1,-3.795181512E0
2.911610097E2,-4.149723267E-1,3.764205010E-1,-3.385929626E0
2.911710467E2,-3.708938955E-1,5.679233918E-1,-2.956001986E0
2.911810827E2,-3.977060105E-1,7.236970174E-1,-2.475157376E0
2.911911197E2,-3.695897472E-1,8.247358806E-1,-1.964411275E0
2.912011567E2,-2.375855647E-1,8.879973453E-1,-1.453561678E0
2.912111927E2,-2.208258732E-1,9.137826893E-1,-9.354334670E-1
2.912212297E2,-3.684538890E-1,9.503951763E-1,-4.042455000E-1
2.912312657E2,-4.422603320E-1,9.316991428E-1,8.152129591E-2
2.912413027E2,-4.334254450E-1,8.950205822E-1,6.090980226E-1
2.912513397E2,-3.833317272E-1,8.417096168E-1,1.221807286E0
2.912613757E2,-3.127743261E-1,7.557939921E-1,1.853642206E0
2.912714127E2,-2.603271040E-1,7.007540050E-1,2.345074954E0
2.912814497E2,-1.513105921E-1,6.435419235E-1,2.749718065E0
2.912914857E2,-1.144376848E-2,6.029800808E-1,3.096949119E0
2.913015227E2,2.019922474E-1,4.740488295E-1,3.322811857E0
2.913115587E2,4.190781319E-1,3.636585143E-1,3.398961900E0
2.913215957E2,4.717024515E-1,3.237227623E-1,3.351285458E0
2.913316327E2,4.910328348E-1,4.704042600E-1,3.155203174E0
2.913416687E2,4.402443217E-1,7.034030861E-1,3.216447496E0
2.913517057E2,4.723828847E-1,8.531736678E-1,3.471267400E0
2.913617427E2,6.433206064E-1,9.630897738E-1,3.599471111E0
2.913717787E2,6.273733489E-1,1.030347226E0,4.104265916E0
2.913818157E2,7.969102239E-1,8.445867392E-1,4.611524153E0
2.913918517E2,1.070006185E0,2.771618226E-1,4.892067128E0
2.914018887E2,1.404211763E0,-4.359062724E-1,4.833540008E0
2.914119257E2,1.649071227E0,-1.120637006E0,4.299709100E0
2.914219617E2,1.360251518E0,-1.366694273E0,3.593756043E0
2.914319987E2,1.057490001E0,-1.412460430E0,2.782653092E0
2.914420357E2,6.240258911E-1,-1.146153524E0,1.961984096E0
2.914520717E2,3.165355841E-1,-8.924288039E-1,1.394294300E0
2.914621087E2,4.085768250E-1,-8.090654889E-1,1.146419719E0
2.914721457E2,6.685113616E-1,-7.576762109E-1,1.157982003E0
2.914821817E2,1.059147175E0,-7.742162298E-1,1.239427870E0
2.914922187E2,1.480896973E0,-9.897573164E-1,1.291164619E0
2.915022547E2,1.650419887E0,-1.121670209E0,1.102855623E0
2.915122917E2,1.549993081E0,-1.193206069E0,7.802296525E-1
2.915223287E2,1.321470007E0,-1.209910687E0,2.531166101E-1
2.915323647E2,8.920550206E-1,-1.135512908E0,-3.599142498E-1
2.915424017E2,5.093329753E-1,-1.059728607E0,-9.885004574E-1
2.915524387E2,1.168841233E-1,-9.221279816E-1,-1.563391099E0
2.915624747E2,-1.011725086E-1,-8.315551959E-1,-2.081426924E0
2.915725117E2,-1.957404410E-1,-7.305274424E-1,-2.556043664E0
2.915825477E2,-1.667800955E-1,-6.811494604E-1,-2.939101778E0
2.915925847E2,-1.237709373E-1,-5.961590114E-1,-3.266692035E0
2.916026217E2,-8.482877344E-2,-5.055020258E-1,-3.580099871E0
2.916126577E2,-2.904849228E-2,-3.713215828E-1,-3.860429422E0
2.916226947E2,6.628294028E-3,-2.558794194E-1,-4.023746833E0
2.916327307E2,-8.689693362E-4,-1.122871520E-1,-4.253328400E0
2.916427677E2,5.614437997E-2,-5.885222554E-4,-4.464951999E0
2.916528047E2,6.711543761E-2,1.483844993E-1,-4.588106055E0
2.916628407E2,1.354210029E-1,3.515999477E-1,-4.646149610E0
2.916728777E2,2.205760510E-1,4.719939718E-1,-4.670569337E0
2.916829147E2,2.076392325E-1,6.473968466E-1,-4.540821376E0
2.916929507E2,3.063943925E-1,7.994085199E-1,-4.449739298E0
2.917029877E2,3.562208560E-1,8.673840098E-1,-4.211281072E0
2.917130240E2,3.070045495E-1,9.681900077E-1,-3.857229241E0
2.917230610E2,3.384589152E-1,8.695017251E-1,-3.429342864E0
2.917330980E2,3.895769555E-1,7.636405170E-1,-2.893154942E0
2.917431340E2,3.694669922E-1,7.411182117E-1,-2.284446929E0
2.917531710E2,3.786386423E-1,7.759567997E-1,-1.651427363E0
2.917632080E2,4.061174130E-1,7.667439267E-1,-1.037434051E0
2.917732440E2,4.010957511E-1,8.017845359E-1,-5.776394176E-1
2.917832810E2,2.776820055E-1,8.497859372E-1,-1.408453918E-1
2.917933170E2,2.064544770E-1,7.888737376E-1,3.046124536E-1
2.918033540E2,1.566284338E-1,7.634908283E-1,6.233558732E-1
2.918133910E2,1.628271219E-1,7.709492442E-1,9.364345104E-1
2.918234270E2,4.578559890E-2,8.978596978E-1,1.224102902E0
2.918334640E2,-1.454822338E-1,1.048467162E0,1.457735420E0
2.918435010E2,-1.809723843E-1,1.089049178E0,1.712238990E0
2.918535370E2,-9.708140370E-2,9.842221959E-1,2.040725625E0
2.918635740E2,8.000831972E-3,8.490446565E-1,2.487810751E0
2.918736100E2,1.929455085E-1,6.688575898E-1,2.873534610E0
2.918836470E2,4.167515614E-1,4.345274989E-1,3.092157910E0
2.918936840E2,5.580669231E-1,3.854617582E-1,3.034158794E0
2.919037200E2,4.743852272E-1,5.910136078E-1,3.027693527E0
2.919137570E2,3.812061912E-1,9.092987520E-1,3.127778563E0
2.919237940E2,3.105274969E-1,1.096833284E0,3.297384655E0
2.919338300E2,1.317145808E-1,1.251250209E0,3.768122937E0
2.919438670E2,2.226907696E-1,1.107615842E0,4.297728648E0
2.919539030E2,6.483206335E-1,6.110216103E-1,4.657861583E0
2.919639400E2,1.160484246E0,-2.469498441E-2,4.740510222E0
2.919739770E2,1.363624777E0,-4.621937460E-1,4.401053626E0
2.919840130E2,1.395663864E0,-8.636697122E-1,3.698193746E0
2.919940500E2,1.116853711E0,-9.844886827E-1,2.709943550E0
2.920040870E2,5.158895678E-1,-7.931701255E-1,1.828871062E0
2.920141230E2,-1.632040481E-1,-4.373774318E-1,1.102465614E0
2.920241600E2,-6.253339132E-1,-1.658837539E-1,7.076651216E-1
2.920341960E2,-7.779160555E-1,-8.139236480E-2,6.162322104E-1
2.920442330E2,-7.932405113E-1,-1.075430135E-1,8.737032419E-1
2.920542700E2,-4.660647489E-1,-3.709228027E-1,1.187218666E0
2.920643060E2,-2.508555283E-1,-6.378386955E-1,1.375469774E0
2.920743430E2,-2.862266880E-1,-9.091592959E-1,1.453058233E0
2.920843800E2,-2.021898102E-1,-1.174508135E0,1.288997056E0
2.920944160E2,-2.648173454E-1,-1.411582909E0,1.145216362E0
2.921044530E2,-2.661989694E-1,-1.531832799E0,8.613568461E-1
2.921144890E2,-2.925017736E-1,-1.567957482E0,5.398389226E-1
2.921245260E2,-3.270215056E-1,-1.479036535E0,1.232271463E-1
2.921345630E2,-3.244514350E-1,-1.344576741E0,-4.448374557E-1
2.921445990E2,-2.745240705E-1,-1.159619516E0,-1.066542660E0
2.921546360E2,-1.487219384E-1,-9.948053639E-1,-1.707629045E0
2.921646730E2,-1.685525510E-1,-8.276935485E-1,-2.232137738E0
2.921747090E2,-1.070204917E-2,-8.071872170E-1,-2.824194635E0
2.921847460E2,4.968086779E-2,-7.503047723E-1,-3.322504878E0
2.921947820E2,9.333044227E-2,-6.901715679E-1,-3.709502261E0
2.922048190E2,1.415507852E-1,-5.971716030E-1,-4.024217534E0
2.922148560E2,8.722843420E-2,-4.454351874E-1,-4.246998205E0
2.922248920E2,9.046958238E-3,-2.843704163E-1,-4.354725552E0
2.922349290E2,-9.302185547E-2,-7.755702987E-2,-4.321036819E0
2.922449660E2,-1.977608367E-1,1.311086082E-1,-4.158436276E0
2.922550020E2,-2.592312993E-1,2.936603263E-1,-3.969548407E0
2.922650390E2,-2.550808360E-1,4.041039973E-1,-3.734006188E0
2.922750750E2,-2.778232523E-1,5.676718153E-1,-3.390640728E0
2.922851120E2,-1.405594629E-1,6.895717898E-1,-3.039639389E0
2.922951490E2,-6.397098776E-2,8.740720551E-1,-2.600267910E0
2.923051850E2,-5.898364171E-2,9.885099591E-1,-2.097806729E0
2.923152220E2,2.350423548E-2,1.052793517E0,-1.692630352E0
2.923252580E2,-2.598093331E-2,1.096002248E0,-1.186143363E0
2.923352950E2,-7.118466116E-2,1.038071836E0,-7.579330498E-1
2.923453320E2,-6.601067930E-2,9.030245434E-1,-3.840737754E-1
2.923553680E2,-1.331595922E-1,7.967926218E-1,-1.098592418E-1
2.923654050E2,-2.442264668E-1,7.480951095E-1,4.509080350E-2
2.923754420E2,-3.336384706E-1,7.278182812E-1,1.795486969E-1
2.923854780E2,-4.543331147E-1,7.445325471E-1,2.886080396E-1
2.923955150E2,-4.726484945E-1,6.584936924E-1,5.742989033E-1
2.924055510E2,-4.092536767E-1,5.488996218E-1,9.395504916E-1
2.924155880E2,-1.811336212E-1,4.607009518E-1,1.383858190E0
2.924256250E2,1.637267891E-2,3.155242351E-1,1.777486900E0
2.924356610E2,1.825891028E-1,1.817729777E-1,1.995502675E0
2.924456980E2,2.837502094E-1,-4.756563753E-3,2.046327842E0
2.924557350E2,3.066521086E-1,-7.617752552E-2,1.958374025E0
2.924657710E2,2.242877355E-1,-4.378307372E-2,1.932384320E0
2.924758080E2,1.202324217E-1,-7.889940441E-3,2.133144377E0
2.924858440E2,9.992907995E-2,-9.402483568E-2,2.472940112E0
2.924958810E2,1.152458796E-1,2.786592945E-2,2.934758466E0
2.925059180E2,1.761168381E-1,8.982024908E-2,3.593423921E0
2.925159540E2,4.657689529E-1,-1.598446034E-1,4.212957469E0
2.925259910E2,7.801611670E-1,-6.081408334E-1,4.810189737E0
2.925360280E2,1.290266633E0,-1.208222449E0,4.961625021E0
2.925460640E2,1.382577649E0,-1.432891771E0,4.798425724E0
2.925561010E2,1.336631398E0,-1.612773905E0,4.618431469E0
2.925661370E2,1.167698541E0,-1.622890173E0,4.170450550E0
2.925761740E2,9.908052836E-1,-1.590111413E0,3.826595678E0
2.925862110E2,7.956503682E-1,-1.541751431E0,3.692261746E0
2.925962470E2,9.371784224E-1,-1.602369954E0,3.598394054E0
2.926062840E2,1.194743156E0,-1.773932962E0,3.447959229E0
2.926163210E2,1.272037792E0,-1.936739765E0,3.070857089E0
2.926263570E2,1.278972297E0,-2.005916858E0,2.398672287E0
2.926363940E2,1.156659801E0,-1.939158466E0,1.531836015E0
2.926464300E2,9.633266591E-1,-1.792167066E0,6.964168328E-1
2.926564670E2,6.893756888E-1,-1.583791157E0,-4.235196769E-2
2.926665040E2,4.737965953E-1,-1.342847135E0,-7.331057721E-1
2.926765400E2,2.611128054E-1,-1.115613078E0,-1.374874527E0
2.926865770E2,1.124678127E-1,-8.900853860E-1,-1.966750746E0
2.926966130E2,8.097869257E-2,-6.912942334E-1,-2.499442617E0
2.927066500E2,1.198683960E-1,-4.814954048E-1,-2.973157132E0
2.927166866E2,2.013218824E-1,-3.509257637E-1,-3.361530365E0
2.927267226E2,2.994911698E-1,-2.146958716E-1,-3.674785588E0
2.927367596E2,3.422649775E-1,-1.006421296E-1,-3.916497204E0
2.927467966E2,4.120339547E-1,7.973117083E-3,-4.138620647E0
2.927568326E2,5.434432560E-1,1.233804895E-1,-4.371257384E0
2.927668696E2,5.940401632E-1,2.517585942E-1,-4.491075019E0
2.927769056E2,4.895984763E-1,3.717599778E-1,-4.635632808E0
2.927869426E2,3.633182795E-1,4.319610098E-1,-4.873053737E0
2.927969796E2,2.438877851E-1,5.491080751E-1,-4.997470207E0
2.928070156E2,1.464595228E-1,6.753811821E-1,-4.971707960E0
2.928170526E2,8.986477928E-2,7.513201413E-1,-4.912490283E0
2.928270896E2,1.096818793E-1,7.862006830E-1,-4.708759841E0
2.928371256E2,1.548873340E-1,7.420653145E-1,-4.171091405E0
2.928471626E2,2.348504017E-1,7.246112296E-1,-3.586626533E0
2.928571986E2,3.568755249E-1,6.642043756E-1,-3.146946906E0
2.928672356E2,2.157975236E-1,6.849207683E-1,-2.701045257E0
2.928772726E2,2.855467116E-1,5.591145614E-1,-2.143386945E0
2.928873086E2,4.339486611E-1,4.845818576E-1,-1.766282465E0
2.928973456E2,3.274319801E-1,5.587109573E-1,-1.310998959E0
2.929073816E2,1.858178257E-1,6.798983024E-1,-7.129568517E-1
2.929174186E2,6.773541149E-2,8.303986166E-1,-6.896264613E-2
2.929274556E2,1.303576796E-1,8.936785001E-1,4.608728600E-1
2.929374916E2,1.764922842E-1,9.919649327E-1,9.768604052E-1
2.929475286E2,1.699667915E-1,1.047281639E0,1.505397829E0
2.929575656E2,2.629809359E-1,1.053780673E0,1.921314372E0
2.929676016E2,4.090471238E-1,9.852184153E-1,2.323113397E0
2.929776386E2,5.420009672E-1,8.592264131E-1,2.621869279E0
2.929876746E2,6.849154327E-1,6.978570020E-1,2.773546053E0
2.929977116E2,7.691989533E-1,5.884557433E-1,2.906846198E0
2.930077486E2,7.379070671E-1,5.064169689E-1,2.939232171E0
2.930177846E2,5.905773325E-1,5.370791830E-1,2.720813524E0
2.930278216E2,2.804869514E-1,6.996903965E-1,2.421419125E0
2.930378586E2,-7.605813269E-2,9.056626609E-1,2.517056769E0
2.930478946E2,-3.449262463E-2,9.690349303E-1,2.705342376E0
2.930579316E2,1.409014519E-2,9.457888860E-1,3.183325943E0
2.930679676E2,3.693750995E-2,8.124090730E-1,3.963754985E0
2.930780046E2,4.694961874E-1,3.917217873E-1,4.637929595E0
2.930880416E2,1.103877644E0,-3.717859979E-1,5.093254616E0
2.930980776E2,1.377018117E0,-8.979776654E-1,5.116936424E0
2.931081146E2,1.411733036E0,-1.355070008E0,4.758973390E0
2.931181506E2,1.217915160E0,-1.521057258E0,4.025362419E0
2.931281876E2,6.948009548E-1,-1.380921572E0,3.161930396E0
2.931382246E2,9.276394757E-2,-1.014526999E0,2.158413704E0
2.931482606E2,-3.819429769E-1,-5.979580535E-1,1.338411875E0
2.931582976E2,-5.942684239E-1,-3.924968357E-1,8.794112939E-1
2.931683346E2,-8.096830279E-1,-2.131785192E-1,6.737805068E-1
2.931783706E2,-7.918545020E-1,-2.257950564E-1,6.083180040E-1
2.931884076E2,-6.764453023E-1,-4.829861525E-1,6.952520674E-1
2.931984436E2,-6.204863521E-1,-8.334536406E-1,7.499077463E-1
2.932084806E2,-5.903948628E-1,-1.129584562E0,7.341635334E-1
2.932185176E2,-5.876833262E-1,-1.243372255E0,5.805337894E-1
2.932285536E2,-5.702205435E-1,-1.338762708E0,4.479791647E-1
2.932385906E2,-6.201395392E-1,-1.273706733E0,1.887434435E-1
2.932486266E2,-5.836840499E-1,-1.167148683E0,-1.627075464E-1
2.932586636E2,-4.954019840E-1,-1.030477326E0,-4.918765515E-1
2.932687006E2,-3.958439282E-1,-9.354248424E-1,-8.272482830E-1
2.932787366E2,-2.792188000E-1,-8.373497866E-1,-1.179783931E0
2.932887736E2,-2.017293420E-1,-7.739367329E-1,-1.537256384E0
2.932988106E2,-1.752578273E-1,-7.811827487E-1,-1.867861465E0
2.933088466E2,-1.681999091E-1,-7.645753406E-1,-2.204159396E0
2.933188836E2,-1.842099510E-1,-7.618864985E-1,-2.506576805E0
2.933289196E2,-2.153061199E-1,-7.468259713E-1,-2.791628568E0
2.933389566E2,-2.129844464E-1,-7.404087983E-1,-2.963223297E0
2.933489936E2,-1.747779536E-1,-7.237525660E-1,-3.150120190E0
2.933590296E2,-9.321178034E-2,-7.227621938E-1,-3.277297130E0
2.933690666E2,-2.516432396E-2,-6.964506005E-1,-3.427305109E0
2.933791026E2,2.009604880E-2,-6.592145079E-1,-3.525706147E0
2.933891396E2,2.282439617E-2,-6.293600866E-1,-3.676830944E0
2.933991766E2,7.063391740E-2,-4.951733579E-1,-3.831961083E0
2.934092126E2,1.216034658E-1,-3.099854600E-1,-3.939800112E0
2.934192496E2,1.917012941E-1,-9.925283119E-2,-3.977615225E0
2.934292866E2,2.553681535E-1,9.636255249E-2,-3.876777653E0
2.934393226E2,2.700247843E-1,2.297544985E-1,-3.688863344E0
2.934493596E2,2.844181807E-1,3.163460612E-1,-3.487045527E0
2.934593956E2,2.664461056E-1,3.528114907E-1,-3.213627968E0
2.934694326E2,2.785190710E-1,4.098509333E-1,-2.947562115E0
2.934794696E2,2.735474211E-1,5.178124613E-1,-2.639139031E0
2.934895056E2,3.487242139E-1,6.373438749E-1,-2.243883625E0
2.934995426E2,3.007427480E-1,7.813716137E-1,-1.757915685E0
2.935095786E2,2.839419798E-1,9.597725022E-1,-1.157833484E0
2.935196156E2,2.266423910E-1,1.081219610E0,-5.107788455E-1
2.935296526E2,1.405247451E-1,1.108738215E0,1.296234155E-1
2.935396886E2,6.191636754E-2,1.093337233E0,7.140707463E-1
2.935497256E2,6.918553468E-3,1.138626842E0,1.275629736E0
2.935597626E2,2.562059864E-2,1.180435604E0,1.890127078E0
2.935697986E2,3.555403132E-2,1.158997372E0,2.607403852E0
2.935798356E2,2.241089386E-1,9.953646500E-1,3.150990255E0
2.935898716E2,3.696962030E-1,8.411943309E-1,3.530173420E0
2.935999086E2,2.998495310E-1,8.407315238E-1,3.609630648E0
2.936099456E2,1.051057844E-1,9.276826903E-1,3.659363557E0
2.936199816E2,5.806694448E-2,9.183845942E-1,3.835310369E0
2.936300186E2,-1.625116646E-2,9.012790033E-1,4.174183413E0
2.936400546E2,3.107747611E-2,8.700019544E-1,4.612014735E0
2.936500916E2,2.162539353E-1,6.239299236E-1,5.065787321E0
2.936601286E2,5.528523031E-1,1.669672430E-1,5.462051371E0
2.936701646E2,1.037913157E0,-2.973035802E-1,5.680603920E0
2.936802016E2,1.251790930E0,-6.885646069E-1,5.577872434E0
2.936902386E2,1.221127839E0,-8.451773080E-1,5.146818035E0
2.937002746E2,1.027881016E0,-8.372448291E-1,4.460671837E0
2.937103116E2,7.222526090E-1,-6.907156514E-1,3.726881356E0
2.937203480E2,6.443797564E-1,-6.073504360E-1,3.023710989E0
2.937303850E2,7.784674479E-1,-7.518545768E-1,2.609680173E0
2.937404220E2,9.765746225E-1,-1.040971617E0,2.308518162E0
2.937504580E2,1.270715590E0,-1.270546459E0,2.080176789E0
2.937604950E2,1.566701792E0,-1.517992732E0,1.914691815E0
2.937705310E2,1.619035981E0,-1.590526273E0,1.710712867E0
2.937805680E2,1.546087434E0,-1.640070023E0,1.265280749E0
2.937906050E2,1.349192387E0,-1.620730650E0,6.315039682E-1
2.938006410E2,1.107614965E0,-1.500585717E0,-1.420931876E-1
2.938106780E2,7.409375328E-1,-1.265243035E0,-8.997128266E-1
2.938207140E2,3.602737805E-1,-9.224723826E-1,-1.614772337E0
2.938307510E2,1.616741241E-1,-6.717756428E-1,-2.176993232E0
2.938407880E2,3.805853996E-2,-4.830104184E-1,-2.604943929E0
2.938508240E2,2.303707950E-2,-3.483057725E-1,-2.941120822E0
2.938608610E2,6.843372893E-2,-2.666466285E-1,-3.208954289E0
2.938708980E2,9.585830323E-2,-2.027409469E-1,-3.389231549E0
2.938809340E2,8.146512609E-2,-1.409067875E-1,-3.578480777E0
2.938909710E2,1.132743081E-1,-1.123185807E-1,-3.721486130E0
2.939010070E2,6.507161647E-2,-2.025943279E-2,-3.880168453E0
2.939110440E2,4.555192955E-2,7.751419902E-2,-3.990860923E0
2.939210810E2,2.384459825E-2,1.514534104E-1,-4.071613310E0
2.939311170E2,-3.053246079E-2,2.489726883E-1,-4.128705524E0
2.939411540E2,5.970043726E-3,3.535657816E-1,-4.146427850E0
2.939511900E2,1.226462619E-2,4.050193790E-1,-4.093760224E0
2.939612270E2,8.355101064E-2,5.075571759E-1,-3.917432758E0
2.939712640E2,2.721382969E-1,5.128702484E-1,-3.782968433E0
2.939813000E2,3.273579763E-1,5.961145726E-1,-3.582701882E0
2.939913370E2,4.282403534E-1,5.816250260E-1,-3.412735017E0
2.940013730E2,4.685244533E-1,5.954001890E-1,-3.230041103E0
2.940114100E2,4.903297802E-1,6.446518712E-1,-2.976909290E0
2.940214470E2,3.691229566E-1,7.358315979E-1,-2.602545986E0
2.940314830E2,3.148168316E-1,8.157794081E-1,-2.182339926E0
2.940415200E2,3.326625703E-1,8.558781512E-1,-1.748521548E0
2.940515570E2,1.324621747E-1,8.750384536E-1,-1.095916733E0
2.940615930E2,1.120844180E-1,8.169630307E-1,-3.199573016E-1
2.940716300E2,3.680837785E-2,8.548325229E-1,3.478327328E-1
2.940816660E2,-7.866420016E-2,9.311338632E-1,9.442996001E-1
2.940917030E2,-1.460679603E-1,9.214336248E-1,1.471096893E0
2.941017400E2,-3.208837198E-1,9.266646901E-1,1.905447367E0
2.941117760E2,-3.806212504E-1,8.978083885E-1,2.255066425E0
2.941218130E2,-3.668681606E-1,8.435732706E-1,2.690498634E0
2.941318490E2,-1.912370251E-1,7.148886256E-1,3.054937459E0
2.941418860E2,2.019132187E-2,5.942672910E-1,3.285990186E0
2.941519230E2,1.261878656E-1,5.529279149E-1,3.380746654E0
2.941619590E2,5.102320578E-2,6.429206568E-1,3.453546828E0
2.941719960E2,-6.755863829E-3,7.321918523E-1,3.653529205E0
2.941820330E2,-2.119330394E-2,7.390550217E-1,4.029363084E0
2.941920690E2,8.419571185E-2,5.465085492E-1,4.662139991E0
2.942021060E2,4.382926673E-1,2.046243350E-1,5.287068765E0
2.942121420E2,8.148918007E-1,-2.927728651E-1,5.763808630E0
2.942221790E2,1.043059584E0,-7.107207303E-1,5.782681687E0
2.942322160E2,1.300771594E0,-1.098678957E0,5.360255440E0
2.942422520E2,1.319173951E0,-1.237270540E0,4.496778978E0
2.942522890E2,8.996862218E-1,-1.017552933E0,3.454153184E0
2.942623250E2,2.379606636E-1,-5.455623235E-1,2.367059900E0
2.942723620E2,-2.782496971E-1,-2.149310759E-1,1.619519691E0
2.942823990E2,-5.634893750E-1,-1.977528334E-3,1.174335496E0
2.942924350E2,-7.924181005E-1,1.186854677E-1,1.111069207E0
2.943024720E2,-7.827209318E-1,-1.283390746E-2,1.169091128E0
2.943125080E2,-6.486482969E-1,-3.620873675E-1,1.227998902E0
2.943225450E2,-5.670711601E-1,-8.013783006E-1,1.262958235E0
2.943325820E2,-6.421588377E-1,-1.101164901E0,1.192979343E0
2.943426180E2,-8.033392375E-1,-1.280636268E0,1.034197032E0
2.943526550E2,-8.393977739E-1,-1.434400645E0,8.144808877E-1
2.943626910E2,-7.918075050E-1,-1.561739553E0,5.402248389E-1
2.943727280E2,-7.989379652E-1,-1.582148090E0,2.638596994E-1
2.943827650E2,-7.159637093E-1,-1.572185604E0,-9.489036977E-2
2.943928010E2,-6.053335121E-1,-1.538487223E0,-5.428888303E-1
2.944028380E2,-4.819228728E-1,-1.481560924E0,-1.048650765E0
2.944128740E2,-3.974304239E-1,-1.421012567E0,-1.560135954E0
2.944229110E2,-3.443853606E-1,-1.321665742E0,-2.093240054E0
2.944329480E2,-2.887997552E-1,-1.275601085E0,-2.593984492E0
2.944429840E2,-2.130927295E-1,-1.238894311E0,-3.106566035E0
2.944530210E2,-1.378713882E-1,-1.204234210E0,-3.558960432E0
2.944630580E2,-9.909667399E-2,-1.135069396E0,-3.936123383E0
2.944730940E2,-9.778768340E-2,-1.098140721E0,-4.255165595E0
2.944831310E2,-8.387222378E-2,-1.037991437E0,-4.547728107E0
2.944931670E2,-6.613590108E-2,-9.408653842E-1,-4.771094084E0
2.945032040E2,-1.995905036E-2,-8.570690829E-1,-4.857710643E0
2.945132410E2,1.222725883E-1,-6.932786322E-1,-4.961927907E0
2.945232770E2,2.369571352E-1,-4.911250381E-1,-4.943178225E0
2.945333140E2,3.390888065E-1,-2.528698575E-1,-4.831479449E0
2.945433500E2,4.313126267E-1,-4.004173279E-3,-4.631643253E0
2.945533870E2,4.360031169E-1,3.138713734E-1,-4.369114380E0
2.945634240E2,4.862594238E-1,6.240584162E-1,-4.087952769E0
2.945734600E2,4.566409376E-1,8.946941614E-1,-3.633945710E0
